Match Number,Article Number,Mention Id,Mention Text,Linked Balls,sub_entity,label_detailed
6,502580,m32,70 runs in the batting powerplay,"1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:44.6.1,1:45.1.0,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.5.0,1:46.5.1,1:46.6.0,1:46.6.1,1:47.1.0,1:47.2.0,1:47.3.0,1:47.4.0,1:47.5.0,1:47.6.0,",POWERPLAY,"POWERPLAY(INNINGS1,3)"
6,502580,m33,The 205-run win,2:33.1.0,LASTBALL,LASTBALL(Match)
6,502580,m34,"Kamran eased past 50, from 62 balls",1:23.2.0,BALL,"BALL(Kamran, SCORE, 50, 62)"
6,502580,m35,he charged down the wicket to left-arm spinner Shem Ngoche and was easily stumped,1:24.4.0,OUT,OUT(Kamran)
6,502580,m36,Misbah-ul-Haq opened his World Cup account with a massive six off Tikolo,1:25.1.1,SIX,SIX(Misbah-ul-Haq) AND BOWL(Tikolo)
6,502580,m37,"Younis, who showed the value of steady accumulation before he was dismissed lbw for exactly 50 despite an optimistic review",1:33.4.0,OUT,OUT(Younis)
6,502580,m38,Misbah and Umar Akmal were barely troubled as they set about compiling a 118 runs for the fifth wicket,"1:33.5.0,1:33.6.0,1:34.1.0,1:34.1.1,1:34.2.0,1:34.2.1,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:35.1.0,1:35.2.0,1:35.3.0,1:35.4.0,1:35.5.0,1:35.6.0,1:36.1.0,1:36.1.1,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:37.5.0,1:37.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:44.6.1,1:45.1.0,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.5.0,1:46.5.1,",PARTNERSHIP,"PARTNERSHIP(Misbah-ul-Haq, Umar Akmal)"
6,502580,m39,Batting Powerplay was called for in the 44th over,"1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:44.6.1,1:45.1.0,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.5.0,1:46.5.1,1:46.6.0,1:46.6.1,1:47.1.0,1:47.2.0,1:47.3.0,1:47.4.0,1:47.5.0,1:47.6.0,",POWERPLAY,"POWERPLAY(INNINGS1,3)"
6,502580,m40,Misbah had reached fifty on his World Cup debut,1:42.1.0,BALL,"BALL(Misbah-ul-Haq, SCORE, 50, ?)"
6,502580,m41,Umar thrashed 20 off a weary Otieno's seventh over,"1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,",BOWL,7th OVER of BOWL(Otieno)
6,502580,m42,sprinted to the fourth fifty of the innings as the score passed 250 in the 46th over,1:45.2.0,BALL,"BALL(Umar Akmal, SCORE, 50, ?)"
6,502580,m43,Odoyo removed Umar and Afridi from consecutive deliveries to find himself on a hat-trick in the 49th over,"1:48.2.0,1:48.3.0,",WICKETS,OUT(Umar Akmal) UNION OUT(Afridi)
6,502580,m44,speared the next ball acres down the leg side,1:48.4.0,OTHERS,1:48.4.0
6,502580,m45,repeated the blunder later in the same over,1:48.6.0,OTHERS,1:48.6.0
6,502580,m46,"Extras, with 46","1:1.2.0,1:5.5.0,1:8.5.0,1:9.3.0,1:15.3.0,1:19.1.0,1:22.5.0,1:25.1.0,1:34.1.0,1:34.2.0,1:36.1.0,1:45.5.0,1:46.4.0,1:46.5.0,1:46.6.0,1:48.4.0,1:48.6.0,1:49.2.0,1:49.6.0,",EXTRAS,EXTRAS(INNINGS1)
6,502651,m1,"Seren Waters' effort to send back Mohammad Hafeez would've done the world's greatest goalkeepers proud. Hafeez's clip went well to the left of Waters at short midwicket, but a full length aerial dive saw him grasp on. Even then the job was half done; as he landed the ball bobbled out of his hand, bounced off his forearm, only for him to clutch it with his left.",1:5.3.0,OUT,OUT(Hafeez)
6,502651,m2,"Misbah-ul-Haq reversed a leaf from Graham Gooch's strategy of the day by reverse-sweeping everything that came his way or at least every six balls or so. In a 69-ball innings, he reverse-swept seven times and attempted four conventional ones as well.","1:25.4.0,1:26.1.0,1:28.4.0,1:30.4.0,1:35.1.0,1:38.2.0,1:39.4.0,",BAT,REVERSESWEEPS(Misbah-ul-Haq)
6,502651,m3,the 46 directly contributed by Kenya's bowlers,"1:1.2.0,1:5.5.0,1:8.5.0,1:9.3.0,1:15.3.0,1:19.1.0,1:22.5.0,1:25.1.0,1:34.1.0,1:34.2.0,1:36.1.0,1:45.5.0,1:46.4.0,1:46.5.0,1:46.6.0,1:48.4.0,1:48.6.0,1:49.2.0,1:49.6.0,",EXTRAS,EXTRAS(INNINGS1)
6,502651,m4,a whopping 37 were wides,"1:8.5.0,1:15.3.0,1:19.1.0,1:22.5.0,1:34.1.0,1:34.2.0,1:36.1.0,1:46.5.0,1:46.6.0,1:48.4.0,1:48.6.0,1:49.2.0,1:49.6.0,",EXTRAS,WIDES(INNINGS1)
6,502651,m5,Thomas Odoyo's wickets off two successive balls in the 49th over,"1:48.2.0,1:48.3.0,",WICKETS,OUT(Umar Akmal) UNION OUT(Afridi)
6,502651,m6,Having had Umar Akmal caught at long-on,1:48.2.0,OUT,OUT(Umar Akmal)
6,502651,m7,a successful referral against Shahid Afridi for leg-before,1:48.3.0,OUT,OUT(Shahid Afridi)
6,502651,m8,"In came Odoyo, glory in his eyes, and duly bowled a miserable wide two feet down the leg-side",1:48.4.0,OTHERS,1:48.4.0
6,502679,m1,the captain's five-fer,"2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:20.1.0,2:20.2.0,2:20.3.0,2:20.4.0,2:20.5.0,2:20.6.0,2:22.1.0,2:22.2.0,2:22.3.0,2:22.4.0,2:22.5.0,2:22.6.0,2:24.1.0,2:24.2.0,2:24.3.0,2:24.4.0,2:24.5.0,2:24.6.0,2:26.1.0,2:26.2.0,2:26.3.0,2:26.4.0,2:26.5.0,2:26.6.0,2:28.1.0,2:28.2.0,2:28.3.0,2:28.4.0,2:28.5.0,2:28.6.0,2:30.1.0,2:30.2.0,2:30.3.0,2:30.4.0,2:30.5.0,2:30.6.0,2:32.1.0,2:32.2.0,2:32.3.0,2:32.4.0,2:32.5.0,2:32.6.0,",BOWL,BOWL(Shahid Afridi)
6,502679,m2,the former made a single from 18 balls,"1:1.1.0,1:1.2.0,1:1.4.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.2.0,1:3.3.0,1:3.4.0,1:3.5.0,1:3.6.0,1:5.1.0,1:5.2.0,1:6.1.0,1:6.2.0,1:6.3.0,1:6.4.0,1:6.5.0,",BAT,BAT(Ahmed Shehzad)
6,502731,m1,205-run defeat,2:33.1.0,LASTBALL,LASTBALL(Match)
6,502731,m2,"Kenya started strongly after Pakistan chose to bat, picking up two wickets within the first seven overs","1:5.3.0,1:6.5.0,",WICKETS,1TO2 of WICKETS(INNINGS1)
6,502731,m3,Kamran Akmal and Younis Khan added 98 runs for the third wicket,"1:6.6.0,1:7.1.0,1:7.2.0,1:7.3.0,1:7.4.0,1:7.5.0,1:7.6.0,1:8.1.0,1:8.2.0,1:8.3.0,1:8.4.0,1:8.5.0,1:8.5.1,1:8.6.0,1:9.1.0,1:9.1.1,1:9.2.0,1:9.3.0,1:9.3.1,1:9.3.2,1:9.4.0,1:9.5.0,1:9.6.0,1:10.1.0,1:10.2.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.3.0,1:11.4.0,1:11.5.0,1:11.6.0,1:12.1.0,1:12.2.0,1:12.3.0,1:12.4.0,1:12.5.0,1:12.6.0,1:13.1.0,1:13.2.0,1:13.3.0,1:13.4.0,1:13.5.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.3.1,1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.3.0,1:16.4.0,1:16.5.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.3.0,1:17.4.0,1:17.5.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:18.5.0,1:18.6.0,1:19.1.0,1:19.1.1,1:19.2.0,1:19.3.0,1:19.4.0,1:19.5.0,1:19.6.0,1:20.1.0,1:20.2.0,1:20.3.0,1:20.4.0,1:20.5.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.3.0,1:21.4.0,1:21.5.0,1:21.6.0,1:22.1.0,1:22.2.0,1:22.3.0,1:22.4.0,1:22.5.0,1:22.5.1,1:22.6.0,1:23.1.0,1:23.2.0,1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,",PARTNERSHIP,"PARTNERSHIP(Kamran Akmal, Younis Khan)"
6,502731,m4,Misbah-ul Haq and Umar Akmal put on 118 runs at almost nine runs an over,"1:33.5.0,1:33.6.0,1:34.1.0,1:34.1.1,1:34.2.0,1:34.2.1,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:35.1.0,1:35.2.0,1:35.3.0,1:35.4.0,1:35.5.0,1:35.6.0,1:36.1.0,1:36.1.1,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:37.5.0,1:37.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:44.6.1,1:45.1.0,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.5.0,1:46.5.1,",PARTNERSHIP,"PARTNERSHIP(Misbah-ul-Haq, Umar Akmal)"
6,502731,m5,a whopping 46 extras,"1:1.2.0,1:5.5.0,1:8.5.0,1:9.3.0,1:15.3.0,1:19.1.0,1:22.5.0,1:25.1.0,1:34.1.0,1:34.2.0,1:36.1.0,1:45.5.0,1:46.4.0,1:46.5.0,1:46.6.0,1:48.4.0,1:48.6.0,1:49.2.0,1:49.6.0,",EXTRAS,EXTRAS(INNINGS1)
6,502731,m6,37 wides,"1:8.5.0,1:15.3.0,1:19.1.0,1:22.5.0,1:34.1.0,1:34.2.0,1:36.1.0,1:46.5.0,1:46.6.0,1:48.4.0,1:48.6.0,1:49.2.0,1:49.6.0,",EXTRAS,WIDES(INNINGS1)
6,502731,m7,Kenya's batsmen wilted with only Collins Obuya offering some resistance with 47,"2:10.1.0,2:10.2.0,2:10.3.0,2:11.1.0,2:11.5.0,2:12.1.0,2:12.5.0,2:12.6.0,2:14.1.0,2:14.2.0,2:14.4.0,2:14.5.0,2:15.1.0,2:15.2.0,2:15.5.0,2:16.1.0,2:16.2.0,2:17.1.0,2:17.5.0,2:17.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,2:20.3.0,2:20.4.0,2:20.5.0,2:20.6.0,2:21.1.0,2:21.2.0,2:21.3.0,2:21.4.0,2:21.5.0,2:21.6.0,2:22.5.0,2:22.6.0,2:23.6.0,2:25.1.0,2:25.2.0,2:25.3.0,2:25.4.0,2:25.5.0,2:25.6.0,2:27.1.0,2:27.2.0,2:27.6.0,2:29.1.0,2:29.2.0,2:29.3.0,2:29.4.0,2:30.1.0,2:30.2.0,2:31.1.0,2:31.2.0,2:31.3.0,2:31.4.0,2:31.5.0,2:32.1.0,",BAT,BAT(Collins Obuya)
6,502731,m8,Kenya were bowled out for 112 in just over 33 overs,2:33.1.0,LASTBALL,LASTBALL(Match)
7,502739,m1,South Africa 223 for 3,2:42.5.0,LASTBALL,LASTBALL(South Africa)
7,502739,m2,de Villiers 107,"2:6.2.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.2.0,2:10.5.0,2:11.2.0,2:11.3.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.3.0,2:13.4.0,2:13.6.0,2:14.4.0,2:15.1.0,2:15.6.0,2:16.2.0,2:16.3.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.5.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:19.2.0,2:19.5.0,2:20.1.0,2:20.6.0,2:21.2.0,2:21.3.0,2:21.5.0,2:21.6.0,2:22.3.0,2:22.6.0,2:23.5.0,2:23.6.0,2:24.2.0,2:24.3.0,2:24.5.0,2:25.1.0,2:25.2.0,2:26.1.0,2:26.2.0,2:26.3.0,2:27.2.0,2:27.3.0,2:27.4.0,2:27.5.0,2:28.1.0,2:28.6.0,2:29.2.0,2:29.3.0,2:30.5.0,2:30.5.1,2:31.2.0,2:31.5.0,2:32.3.0,2:32.6.0,2:33.4.0,2:33.5.0,2:33.6.0,2:34.1.0,2:34.2.0,2:34.4.0,2:34.5.0,2:35.2.0,2:35.3.0,2:35.5.0,2:36.1.0,2:36.4.0,2:37.1.0,2:37.6.0,2:38.1.0,2:38.3.0,2:38.5.0,2:39.3.0,2:39.5.0,2:39.6.0,2:40.2.0,2:40.5.0,2:41.4.0,2:42.2.0,2:42.3.0,",BAT,BAT(de Villiers)
7,502739,m3,Smith 45,"2:0.5.0,2:0.6.0,2:1.5.0,2:1.6.0,2:2.5.0,2:2.6.0,2:3.6.0,2:4.5.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:8.4.0,2:10.1.0,2:10.3.0,2:10.4.0,2:10.6.0,2:11.1.0,2:11.4.0,2:11.5.0,2:13.1.0,2:13.2.0,2:13.5.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.5.0,2:14.6.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:16.1.0,2:16.4.0,2:16.5.0,2:17.3.0,2:17.4.0,2:17.6.0,2:18.6.0,2:19.1.0,2:19.3.0,2:19.4.0,2:19.6.0,2:20.2.0,2:20.3.0,2:20.4.0,2:20.5.0,2:21.1.0,2:21.4.0,2:22.1.0,2:22.2.0,2:22.4.0,2:22.5.0,2:23.1.0,2:23.2.0,2:23.3.0,2:23.4.0,2:24.1.0,2:24.4.0,2:24.6.0,2:25.3.0,2:25.4.0,2:25.5.0,2:25.6.0,2:26.4.0,2:26.5.0,2:26.6.0,2:27.1.0,2:27.6.0,2:28.2.0,2:28.3.0,",BAT,BAT(Smith)
7,502739,m4,Pollard 1-37,"2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:20.1.0,2:20.2.0,2:20.3.0,2:20.4.0,2:20.5.0,2:20.6.0,2:22.1.0,2:22.2.0,2:22.3.0,2:22.4.0,2:22.5.0,2:22.6.0,2:24.1.0,2:24.2.0,2:24.3.0,2:24.4.0,2:24.5.0,2:24.6.0,2:26.1.0,2:26.2.0,2:26.3.0,2:26.4.0,2:26.5.0,2:26.6.0,2:28.1.0,2:28.2.0,2:28.3.0,2:28.4.0,2:28.5.0,2:28.6.0,2:30.1.0,2:30.2.0,2:30.3.0,2:30.4.0,2:30.5.0,2:30.5.1,2:30.6.0,2:40.1.0,2:40.2.0,2:40.3.0,2:40.4.0,2:40.5.0,2:40.6.0,",BOWL,BOWL(Pollard)
7,502739,m5,West Indies 222,1:47.3.0,LASTBALL,LASTBALL(West Indies)
7,502739,m6,Bravo 73,"1:0.4.0,1:0.5.0,1:0.5.1,1:0.6.0,1:1.2.0,1:1.3.0,1:1.4.0,1:1.5.0,1:1.6.0,1:2.5.0,1:2.6.0,1:3.1.0,1:3.2.0,1:3.3.0,1:3.4.0,1:3.5.0,1:3.6.0,1:4.3.0,1:4.4.0,1:4.5.0,1:5.1.0,1:5.2.0,1:5.3.0,1:5.4.0,1:5.4.1,1:5.5.0,1:6.1.0,1:7.1.0,1:7.2.0,1:7.3.0,1:7.4.0,1:7.5.0,1:7.6.0,1:8.3.0,1:8.6.0,1:9.3.0,1:10.1.0,1:10.2.0,1:10.3.0,1:11.1.0,1:11.3.0,1:11.4.0,1:11.6.0,1:12.1.0,1:12.2.0,1:12.3.0,1:12.4.0,1:12.5.0,1:12.6.0,1:13.2.0,1:13.3.0,1:14.1.0,1:14.2.0,1:14.2.1,1:14.3.0,1:14.4.0,1:14.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.4.0,1:16.1.0,1:16.2.0,1:16.4.0,1:16.5.0,1:16.6.0,1:17.1.0,1:17.1.1,1:18.2.0,1:18.3.0,1:19.1.0,1:19.2.0,1:19.4.0,1:19.6.0,1:20.1.0,1:20.2.0,1:20.4.0,1:20.5.0,1:20.6.0,1:21.2.0,1:21.3.0,1:21.4.0,1:21.5.0,1:21.6.0,1:22.3.0,1:23.1.0,",BAT,BAT(DM Bravo)
7,502739,m7,Tahir 4-41,"1:13.1.0,1:13.2.0,1:13.3.0,1:13.4.0,1:13.5.0,1:13.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.4.0,1:15.5.0,1:15.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,",BOWL,BOWL(Tahir)
7,502739,m8,Botha 2-48,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.5.1,1:0.6.0,1:2.1.0,1:2.2.0,1:2.3.0,1:2.4.0,1:2.5.0,1:2.6.0,1:4.1.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:17.1.0,1:17.1.1,1:17.2.0,1:17.3.0,1:17.4.0,1:17.5.0,1:17.6.0,1:19.1.0,1:19.2.0,1:19.3.0,1:19.4.0,1:19.5.0,1:19.6.0,1:21.1.0,1:21.2.0,1:21.3.0,1:21.4.0,1:21.5.0,1:21.6.0,1:23.1.0,1:23.2.0,1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,1:41.1.0,1:41.1.1,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,",BOWL,BOWL(Botha)
7,502739,m9,Imran Tahir took four wickets on debut to help set up an easy seven-wicket win ,"1:24.4.0,1:26.1.0,1:42.2.0,1:44.6.0,",WICKETS,WICKETS(Imran Tahir)
7,502739,m10,AB de Villiers showed his pedigree with his second World Cup hundred,2:38.5.0,BALL,"BALL(AB de Villiers, SCORE, 100, ?)"
7,502739,m11,"South Africa chased down 223 at a canter at the Feroz Shah Kotla, the result sealed in the 43rd over for the loss of only three wickets.",2:42.5.0,LASTBALL,LASTBALL(Match)
7,502739,m12,He shared in a decisive 119-run stand for the third wicket with Graeme Smith ,"2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.5.0,2:14.6.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,2:19.5.0,2:19.6.0,2:20.1.0,2:20.2.0,2:20.3.0,2:20.4.0,2:20.5.0,2:20.6.0,2:21.1.0,2:21.2.0,2:21.3.0,2:21.4.0,2:21.5.0,2:21.6.0,2:22.1.0,2:22.2.0,2:22.3.0,2:22.4.0,2:22.5.0,2:22.6.0,2:23.1.0,2:23.2.0,2:23.3.0,2:23.4.0,2:23.5.0,2:23.6.0,2:24.1.0,2:24.2.0,2:24.3.0,2:24.4.0,2:24.5.0,2:24.6.0,2:25.1.0,2:25.2.0,2:25.3.0,2:25.4.0,2:25.5.0,2:25.6.0,2:26.1.0,2:26.2.0,2:26.3.0,2:26.4.0,2:26.5.0,2:26.6.0,2:27.1.0,2:27.2.0,2:27.3.0,2:27.4.0,2:27.5.0,2:27.6.0,2:28.1.0,2:28.2.0,",PARTNERSHIP,"PARTNERSHIP(AB de Villiers, Graeme Smith)"
7,502739,m13,a further 84 in JP Duminy's company,"2:28.4.0,2:28.5.0,2:28.6.0,2:29.1.0,2:29.2.0,2:29.3.0,2:29.4.0,2:29.5.0,2:29.6.0,2:30.1.0,2:30.2.0,2:30.3.0,2:30.4.0,2:30.5.0,2:30.5.1,2:30.6.0,2:31.1.0,2:31.2.0,2:31.3.0,2:31.4.0,2:31.5.0,2:31.6.0,2:32.1.0,2:32.2.0,2:32.3.0,2:32.4.0,2:32.5.0,2:32.6.0,2:33.1.0,2:33.2.0,2:33.3.0,2:33.4.0,2:33.5.0,2:33.6.0,2:34.1.0,2:34.2.0,2:34.3.0,2:34.4.0,2:34.5.0,2:34.6.0,2:35.1.0,2:35.2.0,2:35.3.0,2:35.4.0,2:35.5.0,2:35.6.0,2:36.1.0,2:36.2.0,2:36.3.0,2:36.4.0,2:36.5.0,2:36.6.0,2:37.1.0,2:37.2.0,2:37.3.0,2:37.4.0,2:37.5.0,2:37.6.0,2:38.1.0,2:38.2.0,2:38.3.0,2:38.4.0,2:38.5.0,2:38.6.0,2:39.1.0,2:39.2.0,2:39.3.0,2:39.4.0,2:39.5.0,2:39.6.0,2:40.1.0,2:40.2.0,2:40.3.0,2:40.4.0,2:40.5.0,2:40.6.0,2:41.1.0,2:41.2.0,2:41.3.0,2:41.4.0,2:41.5.0,2:41.6.0,2:42.1.0,2:42.2.0,2:42.3.0,2:42.4.0,2:42.5.0,",PARTNERSHIP,"PARTNERSHIP(AB de Villiers, JP Duminy)"
7,502739,m14,"Imran Tahir had a debut to remember, picking up four wickets","1:24.4.0,1:26.1.0,1:42.2.0,1:44.6.0,",WICKETS,WICKETS(Imran Tahir)
7,502739,m15,West Indies imploded to be all out for 222,1:47.3.0,LASTBALL,LASTBALL(West Indies)
7,502739,m16,when de Villiers entered at the end of the fifth over,2:6.2.0,OTHERS,1st of BAT(AB de Villiers)
7,502739,m17,"Hashim Amla, whose 1,322 runs in the year leading up to this World Cup has made him one of the vital cogs in South Africa's one-day line-up, and Jacques Kallis both fell to sharp catches behind the wicket as Kemar Roach bowled with real pace","2:3.3.0,2:4.6.0,",WICKETS,OUT(Amla) UNION OUT(Kallis)
7,502739,m18,South Africa were 20 for 2,2:4.5.0,BALL,"BALL(South Africa, SCORE, 20, 2)"
7,502739,m19,"Threading the gap between cover and point on multiple occasions, he sprinted into the 20s at better than a-run-a-ball",2:9.3.0,BALL,"BALL(de Villiers, SCORE, 20, ?)"
7,502739,m20,"Dwayne Bravo might have been just the man to provide it but in his third over a painful knee injury put an end to his contribution to his team's defence. Attempting to change direction mid-follow through and cut off a drive from Smith, Bravo swivelled awkwardly and immediately fell to the ground, clutching his knee. The physiotherapist was called for and Bravo was helped from the field and taken to hospital for scans.",2:13.1.0,OTHERS,2:13.1.0
7,502739,m21,de Villiers bringing up a 54-ball fifty with a massive blow over wide long-on in the 22nd over,2:21.6.0,BALL,"BALL(de Villiers, SCORE, 50, 54)"
7,502739,m22,he missed a straight one from Kieron Pollard and had his middle stump flattened five runs short of a half-century of his own,2:28.3.0,OUT,OUT(Smith)
7,502739,m23,139 for 3 in the 29th over,2:28.1.0,BALL,"BALL(South Africa, SCORE, 139, 3)"
7,502739,m24,de Villiers reaching his ton from just 97 balls.,2:38.5.0,BALL,"BALL(de Villiers, SCORE, 100, 97)"
